time,v(source),v(launch),v(pin),v(die),i(vsource),i(vpin),i(lpackage),i(vccurrent),i(vgc),i(vpc),i(vog),i(vop)
0.0,0.0,0.30251746632488485,0.3025174663253298,0.3095177204960876,0.008897572538967202,-0.0088975725389672,-0.0088975725389672,5.551115123125783e-17,-1.6988733387206055e-09,3.868e-09,0.004395344542846008,-0.013292919250939908
2e-14,0.0,0.302517466325065,0.30251746632532933,0.30951772049608767,0.0088975725389725,-0.008897572538976089,-0.008897572538967202,5.551115123125783e-17,-1.698873338720605e-09,3.868e-09,0.004395344542846008,-0.013292919250939908
4e-14,0.0,0.302517466325065,0.3025174663253288,0.3095177204960877,0.0088975725389725,-0.008897572538976078,-0.008897572538967202,1.1102230246251565e-16,-1.6988733387206053e-09,3.868e-09,0.00439534454284601,-0.013292919250939908
8e-14,0.0,0.302517466325065,0.3025174663253277,0.30951772049608783,0.0088975725389725,-0.008897572538976056,-0.008897572538967202,1.1102230246251565e-16,-1.6988733387206042e-09,3.868e-09,0.004395344542846011,-0.013292919250939906
1.6e-13,0.0,0.302517466325065,0.30251746632532617,0.30951772049608794,0.0088975725389725,-0.008897572538976026,-0.008897572538967204,0.0,-1.6988733387206036e-09,3.868e-09,0.004395344542846013,-0.013292919250939905
3.2e-13,0.0,0.302517466325065,0.30251746632532345,0.309517720496088,0.0088975725389725,-0.008897572538975973,-0.008897572538967207,5.551115123125783e-17,-1.6988733387206038e-09,3.868e-09,0.004395344542846014,-0.013292919250939905
6.4e-13,0.0,0.30251746632506493,0.30251746632531795,0.3095177204960881,0.008897572538972498,-0.008897572538975863,-0.008897572538967207,0.0,-1.6988733387206028e-09,3.868e-09,0.004395344542846015,-0.013292919250939903
1.28e-12,0.0,0.302517466325065,0.30251746632530674,0.3095177204960882,0.0088975725389725,-0.008897572538975638,-0.008897572538967209,0.0,-1.6988733387206022e-09,3.868e-09,0.004395344542846016,-0.013292919250939901
2.56e-12,0.0,0.30251746632506493,0.30251746632528576,0.3095177204960885,0.008897572538972498,-0.008897572538975218,-0.008897572538967228,0.0,-1.6988733387206007e-09,3.868e-09,0.0043953445428460206,-0.0132929192509399
4.56e-12,0.0,0.30251746632506504,0.302517466325255,0.3095177204960886,0.008897572538972501,-0.008897572538974604,-0.00889757253896729,-1.1102230246251565e-16,-1.6988733387206e-09,3.868e-09,0.004395344542846021,-0.013292919250939898
6.5599999999999995e-12,0.0,0.302517466325065,0.30251746632522686,0.3095177204960885,0.0088975725389725,-0.00889757253897404,-0.00889757253896739,-2.220446049250313e-16,-1.6988733387206011e-09,3.868e-09,0.004395344542846021,-0.0132929192509399
8.559999999999999e-12,0.0,0.302517466325065,0.3025174663252013,0.30951772049608817,0.0088975725389725,-0.00889757253897353,-0.008897572538967518,-2.7755575615628914e-16,-1.6988733387206026e-09,3.868e-09,0.004395344542846015,-0.013292919250939903
1.0559999999999999e-11,0.0,0.3025174663250649,0.3025174663251784,0.3095177204960876,0.008897572538972496,-0.00889757253897307,-0.008897572538967674,-4.440892098500626e-16,-1.6988733387206055e-09,3.868e-09,0.004395344542846008,-0.013292919250939908
1.2559999999999998e-11,0.0,0.30251746632506504,0.30251746632515775,0.3095177204960869,0.008897572538972501,-0.00889757253897266,-0.008897572538967856,-5.551115123125783e-16,-1.6988733387206092e-09,3.868e-09,0.004395344542845998,-0.013292919250939915
1.456e-11,0.0,0.30251746632506493,0.3025174663251393,0.30951772049608595,0.008897572538972498,-0.00889757253897229,-0.008897572538968057,-7.771561172376096e-16,-1.6988733387206142e-09,3.868e-09,0.004395344542845985,-0.013292919250939925
1.656e-11,0.0,0.302517466325065,0.30251746632512333,0.30951772049608467,0.0088975725389725,-0.008897572538971969,-0.008897572538968276,-9.992007221626409e-16,-1.698873338720621e-09,3.868e-09,0.004395344542845968,-0.01329291925093994
1.856e-11,0.0,0.30251746632506493,0.3025174663251095,0.30951772049608306,0.008897572538972498,-0.008897572538971693,-0.00889757253896851,-1.2212453270876722e-15,-1.6988733387206295e-09,3.868e-09,0.004395344542845945,-0.013292919250939955
2.0559999999999998e-11,0.0,0.302517466325065,0.30251746632509746,0.3095177204960811,0.0088975725389725,-0.008897572538971454,-0.008897572538968756,-1.3877787807814457e-15,-1.6988733387206396e-09,3.868e-09,0.004395344542845918,-0.013292919250939974
2.2559999999999998e-11,0.0,0.30251746632506504,0.30251746632508736,0.3095177204960789,0.008897572538972501,-0.00889757253897125,-0.008897572538969013,-1.609823385706477e-15,-1.6988733387206514e-09,3.868e-09,0.004395344542845888,-0.013292919250939996
2.4559999999999997e-11,0.0,0.30251746632506504,0.3025174663250791,0.3095177204960764,0.008897572538972501,-0.008897572538971086,-0.008897572538969275,-1.7763568394002505e-15,-1.6988733387206644e-09,3.868e-09,0.004395344542845853,-0.013292919250940022
