time,v(source),v(launch),v(pin),v(die),i(vsource),i(vpin),i(lpackage),i(vccurrent),i(vgc),i(vpc),i(vog),i(vop)
4.121175355080711e-09,0.0,0.314957780593838,0.28386797740142233,0.2314116945333674,0.009263464135112882,-0.00855772692327774,-0.007841698980641866,-0.0006893255054528091,-2.140674940195346e-09,3.868e-09,0.0022036416947229863,-0.009356016897237127
4.123175355080711e-09,0.0,0.3157907627784854,0.28097270395856033,0.2304129283313229,0.009287963611131923,-0.008499807922470019,-0.00777688496400354,-0.0006090705572050492,-2.1468007062345532e-09,3.868e-09,0.002194273267747809,-0.009362089395745558
4.125175355080711e-09,0.0,0.3167420821666104,0.2780551509697423,0.22953445565713368,0.0093159435931356,-0.008441440395946336,-0.007714339518970334,-0.0005329439192409691,-2.15218867196958e-09,3.868e-09,0.002186033194063914,-0.009367430509604629
4.12717535508071e-09,0.0,0.31780526484288424,0.27512611612394433,0.22876988698042214,0.009347213671849536,-0.008382840638030352,-0.007654211196644786,-0.0004609953604840511,-2.156878026520077e-09,3.868e-09,0.0021788615398763596,-0.009372079087159034
4.12917535508071e-09,0.0,0.31897295271443216,0.2721960975699004,0.22811277178320916,0.009381557432777417,-0.008324219017007046,-0.007596629237032747,-0.0003932543958928836,-2.160908333062984e-09,3.868e-09,0.0021726977993265016,-0.009376074347558086
4.13117535508071e-09,0.0,0.32023794415839857,0.2692752429908611,0.22755662910209318,0.009418763063482312,-0.008265778845767135,-0.007541703899958929,-0.0003297310895579719,-2.1643193415071617e-09,3.868e-09,0.0021674811809776337,-0.009379455695059274
4.13317535508071e-09,0.0,0.32159233694514033,0.2663733042887559,0.22709497678298982,0.009458598145445304,-0.008207715472500265,-0.007489526883362176,-0.0002704169252764066,-2.1671508090643293e-09,3.868e-09,0.0021631508822244445,-0.009382262541159422
4.1351753550807095e-09,0.0,0.3230271514623756,0.263499597295596,0.22672135935158577,0.009500798572422812,-0.008150215607878085,-0.007440171821415717,-0.00021528573554890906,-2.169442329310274e-09,3.868e-09,0.0021596463507178743,-0.009384534135142359
4.137175355080709e-09,0.0,0.3245342726350304,0.26066296667218847,0.2264293744163148,0.009545125665736188,-0.008093456488431409,-0.007393694855060311,-0.00016429468030337846,-2.1712331702466024e-09,3.868e-09,0.0021569075320250325,-0.009386309403548804
4.139175355080709e-09,0.0,0.3261050105035251,0.2578717561801879,0.22621269753409737,0.009591323838338973,-0.008037605248417526,-0.007350135267264355,-0.00011738526657939508,-2.1725621217908693e-09,3.868e-09,0.002154875102869833,-0.00938762679899269
4.141175355080709e-09,0.0,0.3277297260248031,0.25513378356436966,0.22606510548221118,0.009639109588964797,-0.0079828185844936,-0.007309516175585082,-7.44844008727652e-05,-2.173467353042438e-09,3.868e-09,0.0021534906894231406,-0.009388524158668156
4.143175355080709e-09,0.0,0.32939998812044524,0.2524563201323513,0.22598049789203292,0.009688234944718977,-0.00792924219173908,-0.007271845274934555,-3.550546635910923e-05,-2.1739862795955317e-09,3.868e-09,0.0021526970702272687,-0.009389038572816439
4.1451753550807085e-09,0.0,0.3311068525900302,0.24984607504199935,0.22595291721228816,0.009738436840883241,-0.007877010516463006,-0.007237115623362673,-3.4941730925330816e-07,-2.174155441097966e-09,3.868e-09,0.0021524383634512626,-0.009389206263349287
4.147175355080708e-09,0.0,0.33284084688987103,0.2473091838980158,0.22597656698098903,0.0097894366732315,-0.007826246469323473,-0.007205306463864028,3.109411662027828e-05,-2.1740103891832674e-09,3.868e-09,0.002152660198281677,-0.009389062472755587
4.149175355080708e-09,0.0,0.3345937306828554,0.24485120145693787,0.22604582839611292,0.009840992078907512,-0.007777061343297268,-0.007176384075541018,5.8945723040659814e-05,-2.1735855858371736e-09,3.868e-09,0.002153309870355539,-0.009388641363351635
4.151175355080708e-09,0.0,0.3363567354154594,0.24247709816360127,0.2261552751852412,0.009892845159278218,-0.007729554716756508,-0.0071503026477245015,8.333510282598766e-05,-2.1729143121971874e-09,3.868e-09,0.0021543364812375626,-0.009387975926873734
