time,v(hi),v(lo),v(bias),v(sl),v(sh),v(dl),v(dh),vhigh#branch
0.0,0.0,-2.2004248372715185e-09,-2.3355196487772577e-24,-2.2165612860663432e-09,3.417037324716297e-28,-2.216561286066343e-09,3.417037324716297e-28,-1.1366958487093899e-29
5e-06,0.0165,-2.200403149437855e-09,0.01649999575791238,-2.2007509701638556e-09,0.015804597658336843,-2.2007509701638556e-09,0.015804597658336843,-6.321839681769468e-07
5.006783636298256e-06,0.016522385999784246,-2.200403119988495e-09,0.016522381999490444,-2.2007307641540863e-09,0.015826068408345342,-2.2007307641540863e-09,0.015826068408345342,-6.33016012218652e-07
5.020350908894767e-06,0.016567157999352735,-2.2004030610428956e-09,0.016567153988761924,-2.200692696132274e-09,0.015869064662941038,-2.2006926961322737e-09,0.015869064662941038,-6.346303258817694e-07
5.0474854540877885e-06,0.016656701998489704,-2.200402942901305e-09,0.016656697967311885,-2.200629079868916e-09,0.01595536661635835,-2.200629079868915e-09,0.01595536661635835,-6.375776402753025e-07
5.101754544473831e-06,0.016835789996763644,-2.200402705864291e-09,0.016835785924439736,-2.2005395399419294e-09,0.016129038420399294,-2.2005395399419294e-09,0.016129038420399294,-6.425014534201202e-07
5.210292725245918e-06,0.017193965993311532,-2.20040223002019e-09,0.017193961838806227,-2.2004489676931086e-09,0.01647959710360978,-2.2004489676931086e-09,0.01647959710360978,-6.49426284137759e-07
5.4115828940176115e-06,0.01785822355025812,-2.2004013450831694e-09,0.017858219243727713,-2.2004038769126872e-09,0.017136553013746173,-2.2004038769126876e-09,0.017136553013746173,-6.560641456344237e-07
5.601084542927914e-06,0.018483578991662118,-2.2004005111783378e-09,0.018483574542457373,-2.2004011419870323e-09,0.017759301792395238,-2.200401141987033e-09,0.017759301792395238,-6.584338397613682e-07
5.87651938495204e-06,0.019392513970341734,-2.2003992990719126e-09,0.019392509314516193,-2.200399759811907e-09,0.018666910213817993,-2.200399759811908e-09,0.018666910213817993,-6.596398019370771e-07
6.190807428011626e-06,0.020429664512438366,-2.2003979159806936e-09,0.020429659621898518,-2.2003983968566155e-09,0.01970373050934425,-2.200398396856616e-09,0.01970373050934425,-6.599400272655328e-07
6.756101554158384e-06,0.02229513512872267,-2.2003954282869463e-09,0.022295129818702217,-2.200395904813506e-09,0.021569126842172073,-2.2003959048135057e-09,0.021569126842172073,-6.600075597779164e-07
7.588721614236625e-06,0.025042781326980863,-2.200391764175076e-09,0.025042775404959024,-2.200392242802047e-09,0.024316783804987065,-2.2003922428020476e-09,0.024316783804987065,-6.599977768771967e-07
9.253961734393108e-06,0.03053807372349726,-2.2003844359697533e-09,0.03053806659583845,-2.2003849132295203e-09,0.02981207217054024,-2.2003849132295203e-09,0.02981207217054024,-6.600014474174037e-07
1.2584441974706074e-05,0.04152865851653005,-2.200369779632249e-09,0.041528649035213784,-2.2003702580005968e-09,0.04080265954868796,-2.2003702580005955e-09,0.04080265954868796,-6.599991090812022e-07
1.9245402455332003e-05,0.06350982810259562,-2.2003404672501697e-09,0.06350981405752705,-2.2003409446070225e-09,0.06278382695871433,-2.200340944607023e-09,0.06278382695871433,-6.600011101174238e-07
3.256732341658387e-05,0.10747216727472676,-2.2002818436574073e-09,0.10747214431334755,-2.2002823219576716e-09,0.10674616795453709,-2.2002823219576707e-09,0.10674616795453709,-6.599994967975098e-07
5.921116533908759e-05,0.19539684561898907,-2.200164601157598e-09,0.19539680507267773,-2.200165078499749e-09,0.1946708442771738,-2.200165078499749e-09,0.1946708442771738,-6.600014225636292e-07
0.00011249884918409502,0.3712462023075136,-2.1999301348993017e-09,0.37124612659133793,-2.199930613111682e-09,0.3705202023621055,-2.199930613111682e-09,0.3705202023621055,-6.600003289518558e-07
0.00011514717244291651,0.3799856690616245,-2.1999184829064354e-09,0.37998559159755585,-2.1999189602692993e-09,0.37925966758040763,-2.1999189602692993e-09,0.37925966758040763,-6.600017338811428e-07
0.00012044381896055951,0.3974646025698464,-2.199895179105799e-09,0.39746452160999174,-2.199895657209259e-09,0.39673860221779295,-2.199895657209259e-09,0.39673860221779295,-6.600007248478725e-07
0.00013103711199584549,0.4324224695862901,-2.1998485722451374e-09,0.4324223816348634,-2.19984904963833e-09,0.43169646812940354,-2.1998490496383303e-09,0.43169646812940354,-6.6000176419942e-07
0.00015222369806641744,0.5023382036191776,-2.1997553614859723e-09,0.5023381016846069,-2.199755839537482e-09,0.5016122029736617,-2.1997558395374815e-09,0.5016122029736617,-6.600010965055196e-07
