time,v(hi),v(lo),v(bias),v(sl),v(sh),v(dl),v(dh),vhigh#branch
0.0,3.3000000000000003,1.8,2.5206342162570277,1.8047798381524514,3.2952201433457917,1.8047798381526534,3.295220150595073,-8.242149854685606e-06
2.0000000000000002e-11,3.3000000000000003,1.8,2.52063421625566,1.8047798381524516,3.2952201433457917,1.804779838152654,3.2952201505950733,-8.242149854692228e-06
4.0000000000000004e-11,3.3000000000000003,1.8,2.52063421625566,1.8047798381524518,3.295220143345792,1.8047798381526547,3.295220150595074,-8.242149854691795e-06
8.000000000000001e-11,3.3000000000000003,1.8,2.5206342162556594,1.8047798381524516,3.295220143345792,1.804779838152656,3.2952201505950742,-8.24214985469158e-06
1.6000000000000002e-10,3.3000000000000003,1.8,2.5206342162556603,1.804779838152452,3.2952201433457913,1.8047798381526579,3.295220150595075,-8.242149854691576e-06
3.2000000000000003e-10,3.3000000000000003,1.8,2.52063421625566,1.8047798381524565,3.295220143345789,1.8047798381526614,3.295220150595074,-8.242149854693313e-06
6.400000000000001e-10,3.3000000000000003,1.8,2.5206342162556603,1.804779838152466,3.295220143345784,1.8047798381526712,3.2952201505950693,-8.242149854697431e-06
1.2800000000000001e-09,3.3000000000000003,1.8,2.52063421625566,1.8047798381524855,3.295220143345777,1.8047798381526914,3.295220150595063,-8.242149854703504e-06
2.5600000000000003e-09,3.3000000000000003,1.8,2.5206342162556603,1.804779838152524,3.295220143345759,1.80477983815273,3.295220150595045,-8.242149854719982e-06
4.560000000000001e-09,3.3000000000000003,1.8,2.52063421625566,1.8047798381525817,3.2952201433457278,1.8047798381527889,3.2952201505950147,-8.24214985474774e-06
6.5600000000000005e-09,3.3000000000000003,1.8,2.5206342162556594,1.8047798381526385,3.2952201433456967,1.8047798381528455,3.295220150594985,-8.242149854775714e-06
8.56e-09,3.3000000000000003,1.8,2.52063421625566,1.8047798381526934,3.295220143345667,1.8047798381529,3.295220150594956,-8.242149854802167e-06
1.056e-08,3.3000000000000003,1.8,2.5206342162556603,1.8047798381527458,3.295220143345639,1.8047798381529527,3.2952201505949272,-8.242149854828186e-06
1.256e-08,3.3000000000000003,1.8,2.5206342162556594,1.8047798381527969,3.295220143345612,1.8047798381530034,3.2952201505948993,-8.242149854853126e-06
