time,v(a),v(y),v(out),vdd#branch,va#branch
0.0,0.0,0.0,0.0,-3.96e-07,0.0
1.0000000000000002e-12,0.0,0.0,0.0,-3.9598671719431877e-07,0.0
2.0000000000000004e-12,0.0,0.0,0.0,-3.9598671719431877e-07,0.0
4.000000000000001e-12,0.0,0.0,0.0,-3.9598671719431877e-07,0.0
8.000000000000001e-12,0.0,0.0,0.0,-3.9600126910954714e-07,0.0
1.6000000000000003e-11,0.0,0.0,0.0,-3.960085450671613e-07,0.0
3.2000000000000006e-11,0.0,0.0,0.0,-3.9600126910954714e-07,0.0
6.400000000000001e-11,0.0,0.0,0.0,-3.959994501201436e-07,0.0
1.2800000000000002e-10,0.0,0.0,0.0,-3.9600035961484537e-07,0.0
2.2800000000000004e-10,0.0,0.0,0.0,-3.959999048674945e-07,0.0
3.2800000000000006e-10,0.0,0.0,0.0,-3.959999048674945e-07,0.0
4.2800000000000007e-10,0.0,0.0,0.0,-3.959999048674945e-07,0.0
5.28e-10,0.0,0.0,0.0,-3.959999048674945e-07,0.0
6.28e-10,0.0,0.0,0.0,-3.959999048674945e-07,0.0
7.28e-10,0.0,0.0,0.0,-3.959999048674945e-07,0.0
8.279999999999999e-10,0.0,0.0,0.0,-3.959999048674945e-07,0.0
9.279999999999999e-10,0.0,0.0,0.0,-3.959999048674945e-07,0.0
1.028e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
1.128e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
1.228e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
1.3280000000000002e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
1.4280000000000002e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
1.5280000000000003e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
1.6280000000000004e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
1.7280000000000004e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
1.8280000000000005e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
1.9280000000000004e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
2.0280000000000004e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
2.1280000000000005e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
2.2280000000000006e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
2.3280000000000006e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
2.4280000000000007e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
2.5280000000000008e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
2.628000000000001e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
2.728000000000001e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
2.828000000000001e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
2.928000000000001e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
3.028000000000001e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
3.128000000000001e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
3.2280000000000013e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
3.3280000000000013e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
3.4280000000000014e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
3.5280000000000015e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
3.6280000000000015e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
3.728000000000001e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
3.828000000000001e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
3.928000000000001e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
4.028000000000001e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
4.1280000000000015e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
4.2280000000000015e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
4.328000000000002e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
4.428000000000002e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
4.528000000000002e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
4.628000000000002e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
4.728000000000002e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
4.828000000000002e-09,0.0,0.0,0.0,-3.959999048674945e-07,0.0
