time,v(a),v(y),v(out),vdd#branch,va#branch
6.333720883939493e-08,0.0,-0.7865683832161028,-0.7865684018862931,-3.6199966189087718e-06,-1.9685694181848143e-11
6.334207026831604e-08,0.0,-0.77982471910619,-0.7798247420512939,-3.6200257227392285e-06,1.9685694181848143e-11
6.334629659005805e-08,0.0,-0.7726271275517664,-0.7726271556978013,-3.6200257227392285e-06,-1.9685694181848143e-11
6.334981851592627e-08,0.0,-0.7653285360121844,-0.7653285700359903,-3.6200257227392285e-06,1.9685694181848143e-11
6.335257627698727e-08,0.0,-0.758528826552225,-0.7585288664982454,-3.619967515078315e-06,-1.9685694181848143e-11
6.335478325358133e-08,0.0,-0.7522271290294466,-0.7522271747439416,-0.007563307137723934,1.9685694181848143e-11
6.335654628979642e-08,0.0,-0.7465393208659983,-0.7465393719357228,-0.020505528176784634,-1.9685694181848143e-11
6.335809202232682e-08,0.0,-0.7410030316554705,-0.7410030880354592,-0.031738745653903284,1.9685694181848143e-11
6.335958572965493e-08,0.0,-0.7351054516606852,-0.7351055137290873,-0.042481745091319675,-1.9685694181848143e-11
6.336110709360718e-08,0.0,-0.728487288283646,-0.7284873567196574,-0.05329878517140199,1.9685694181848143e-11
6.336302497266518e-08,0.0,-0.7191727802909552,-0.7191728575549419,-0.06673544450731346,-1.9685694181848143e-11
6.336510645773963e-08,0.0,-0.7077219316966707,-0.707722019471169,-0.08103782441600763,1.9685694181848143e-11
6.336745935398697e-08,0.0,-0.6929482109919456,-0.6929483115858199,-0.09680921414947195,-1.9685694181848143e-11
6.336987795200204e-08,0.0,-0.675611035001277,-0.6756111494554845,-0.11253030295699472,1.9685694181848143e-11
6.337248801799919e-08,0.0,-0.654368120815216,-0.6543682505260866,-0.12887220933752697,-1.9685694181848143e-11
6.337515985628732e-08,0.0,-0.6298858298197852,-0.6298859750013994,-0.14486034667168018,1.9685694181848143e-11
6.337801767511097e-08,0.0,-0.600704110299896,-0.6007042714536937,-0.16105280867108074,-1.9685694181848143e-11
6.338097343051644e-08,0.0,-0.567411552122806,-0.5674117288779826,-0.17672978169978967,1.9685694181848143e-11
6.338413644517841e-08,0.0,-0.5285098442727227,-0.5285100364854127,-0.19220952869635097,-1.9685694181848143e-11
6.338743994834309e-08,0.0,-0.4845663422509874,-0.48456654910091534,-0.20685193317469341,1.9685694181848143e-11
6.339061237542743e-08,0.0,-0.4394953549142084,-0.4394955742771479,-0.21936592403436384,-1.9685694181848143e-11
6.33936015578959e-08,0.0,-0.39475056034485134,-0.3947507900490199,-0.22970735937848083,1.9685694181848143e-11
6.339644490102182e-08,0.0,-0.3504043934467368,-0.3504046316371181,-0.23819364481719094,-1.9685694181848143e-11
6.339915506494735e-08,0.0,-0.3067515960957127,-0.30675184111732573,-0.24502492515632016,1.9685694181848143e-11
6.340172767517347e-08,0.0,-0.26427171698041174,-0.2642719673296873,-0.2503526309937564,-1.9685694181848143e-11
6.340415742747335e-08,0.0,-0.2233966042956622,-0.2233968586288027,-0.25433653704100057,1.9685694181848143e-11
6.340643918668084e-08,0.0,-0.18449464058334702,-0.18449489772346953,-0.25714355796825045,-1.9685694181848143e-11
6.340856573946475e-08,0.0,-0.1479123607944512,-0.1479126197329081,-0.25894192896279633,1.9685694181848143e-11
6.341052688964823e-08,0.0,-0.11399519269502623,-0.11399545259241514,-0.2599008948802974,-1.9685694181848143e-11
6.341230885055959e-08,0.0,-0.08310279739595636,-0.08310305758396572,-0.2601915462250125,1.9685694181848143e-11
6.341389289933061e-08,0.0,-0.05563686272670208,-0.05563712271083721,-0.2599876994611512,-1.9685694181848143e-11
6.341525261881538e-08,0.0,-0.03209340236665551,-0.03209366183071121,-0.25946764362756364,1.9685694181848143e-11
6.341634768500529e-08,0.0,-0.013175079768679114,-0.013175338583520753,-0.2588184483723615,-1.9685694181848143e-11
6.341735787405548e-08,0.0,0.004228782818952485,0.004228524784100569,-0.2580384760546362,1.9685694181848143e-11
6.341838871732233e-08,0.0,0.02192821562892318,0.021927958567998073,-0.25706456682513995,-1.9685694181848143e-11
6.341954234550094e-08,0.0,0.04164834688204012,0.04164809112264095,-0.25576306072105054,1.9685694181848143e-11
6.342105141738408e-08,0.0,0.0672765207347137,0.06727626701190378,-0.25372649721147766,-1.9685694181848143e-11
6.342272355422831e-08,0.0,0.09541034212732186,0.09541009109794865,-0.25103308857704426,1.9685694181848143e-11
6.342467757260058e-08,0.0,0.12786914607057173,0.12786889876060295,-0.2473137165630717,-1.9685694181848143e-11
6.34267501391836e-08,0.0,0.16172211822571703,0.16172187552040182,-0.2427090968289928,1.9685694181848143e-11
6.342906484170089e-08,0.0,0.1987177667843774,0.19871753000274936,-0.23678544664518233,-1.9685694181848143e-11
6.34314927491612e-08,0.0,0.23647113136888273,0.23647090165779297,-0.2297149462687467,1.9685694181848143e-11
6.343414328150731e-08,0.0,0.2762946349065498,0.2762944138759732,-0.22103447290197079,-1.9685694181848143e-11
6.343691298050247e-08,0.0,0.31617545250416396,0.31617524156547866,-0.21094262144705503,1.9685694181848143e-11
6.343989851860432e-08,0.0,0.3569677884232535,0.3569675894624851,-0.1989647453264273,-1.9685694181848143e-11
6.344301997699594e-08,0.0,0.3969499816144854,0.39694979631057525,-0.18530792711431562,1.9685694181848143e-11
6.344636646075861e-08,0.0,0.43652678959951935,0.4365266201117143,-0.16949186164417676,-1.9685694181848143e-11
6.344988213885065e-08,0.0,0.47416677419784276,0.4741666224958113,-0.1517061255945737,1.9685694181848143e-11
6.345338809943326e-08,0.0,0.5074298706939592,0.5074297377683017,-0.13292978494423333,-1.9685694181848143e-11
6.345664977221328e-08,0.0,0.5343487775340376,0.5343486628665711,-0.11467162081152105,1.9685694181848143e-11
6.345977889069621e-08,0.0,0.5563812002007895,0.5563811036352118,-0.09656975424141127,-1.9685694181848143e-11
6.346270443098829e-08,0.0,0.5735246547697016,0.5735245755372709,-0.07923662419984208,1.9685694181848143e-11
6.346550443598699e-08,0.0,0.5867408447830603,0.5867407824135272,-0.062373739818337236,-1.9685694181848143e-11
6.346812291525776e-08,0.0,0.5962378677395717,0.5962378213012293,-0.04644255860919667,1.9685694181848143e-11
6.347060241024337e-08,0.0,0.6026610382801467,0.6026610070028364,-0.0312815328221548,-1.9685694181848143e-11
6.347290001192483e-08,0.0,0.6063751345425354,0.6063751173243599,-0.017222401909591185,1.9685694181848143e-11
6.347503342752833e-08,0.0,0.6078981909528197,0.6078981867536573,-0.004203390316877455,-1.9685694181848143e-11
6.347675257949921e-08,0.0,0.6077812197235647,0.6077812259637471,-3.619967515078315e-06,1.9685694181848143e-11
6.347816864049796e-08,0.0,0.6067886053067422,0.6067886200954392,-3.619967515078315e-06,-1.9685694181848143e-11
6.347933141092778e-08,0.0,0.6053717894794066,0.605371811245015,-3.6199093074174016e-06,1.9685694181848143e-11
6.348034413565092e-08,0.0,0.6036983793104238,0.6036984071161575,-3.6199093074174016e-06,-1.9685694181848143e-11
6.348138036371232e-08,0.0,0.6015653974629018,0.6015654314092799,-3.6199093074174016e-06,1.9685694181848143e-11
6.348241851606317e-08,0.0,0.5990046032729247,0.5990046433269015,-3.6199093074174016e-06,-1.9685694181848143e-11
6.348390680978263e-08,0.0,0.5946003745440183,0.5946004232672768,-3.6200257227392285e-06,1.9685694181848143e-11
6.348548633435101e-08,0.0,0.5889917962215777,0.5889918540221939,-3.6199093074174016e-06,-1.9685694181848143e-11
6.348743354496255e-08,0.0,0.5807748595177172,0.5807749283124315,-3.619967515078315e-06,1.9685694181848143e-11
6.348942724943193e-08,0.0,0.5708996021343472,0.5708996819360752,-3.619967515078315e-06,-1.9685694181848143e-11
6.349173402072381e-08,0.0,0.5576750780224728,0.5576751702080387,-3.619967515078315e-06,1.9685694181848143e-11
6.34940913885123e-08,0.0,0.5422266766890466,0.5422267811005818,-3.619967515078315e-06,-1.9685694181848143e-11
6.349673008327046e-08,0.0,0.5227054914547022,0.5227056089843983,-3.619967515078315e-06,1.9685694181848143e-11
6.349943440616094e-08,0.0,0.5003653006657418,0.5003654309634569,-3.619967515078315e-06,-1.9685694181848143e-11
6.350240224455122e-08,0.0,0.4732834706047033,0.47328361405993574,-3.619967515078315e-06,1.9685694181848143e-11
6.35054596672436e-08,0.0,0.4427641860310422,0.442764342036582,-3.6199966189087718e-06,-1.9685694181848143e-11
6.350877979247432e-08,0.0,0.4068618096022715,0.4068619780034471,-3.6199966189087718e-06,1.9685694181848143e-11
6.351222720068988e-08,0.0,0.3668448184369382,0.36684499827110845,-3.6199966189087718e-06,-1.9685694181848143e-11
6.351549669674775e-08,0.0,0.3266199390546641,0.32662012831287923,-3.6199966189087718e-06,1.9685694181848143e-11
6.351861902555466e-08,0.0,0.28642753494437756,0.2864277318632655,-3.6199966189087718e-06,-1.9685694181848143e-11
6.352154684259776e-08,0.0,0.24740957058449078,0.24740977346474832,-3.619967515078315e-06,1.9685694181848143e-11
6.352433778112912e-08,0.0,0.20923695990627986,0.20923716734612452,-3.6199384112478583e-06,-1.9685694181848143e-11
6.352695534308546e-08,0.0,0.17275276685610577,0.1727529775632665,-3.6199384112478583e-06,1.9685694181848143e-11
6.352942732494808e-08,0.0,0.13784865418421532,0.1378488670737365,-3.619967515078315e-06,-1.9685694181848143e-11
6.353172241241075e-08,0.0,0.10518054936061808,0.105180763488857,-3.619967515078315e-06,1.9685694181848143e-11
6.353384889521645e-08,0.0,0.07479110357360802,0.07479131817366964,-3.619967515078315e-06,-1.9685694181848143e-11
6.353556045746283e-08,0.0,0.05030951678408291,0.050309731293513474,-3.619967515078315e-06,1.9685694181848143e-11
6.35369689467301e-08,0.0,0.03018542844933341,0.0301856425712568,-3.619967515078315e-06,-1.9685694181848143e-11
6.353812290176339e-08,0.0,0.013733219157650006,0.013733432752821574,-3.6199093074174016e-06,1.9685694181848143e-11
6.353913537322282e-08,0.0,-0.0006632438321331209,-0.0006630308533957043,-3.6197928920955746e-06,-1.9685694181848143e-11
6.3540170931881e-08,0.0,-0.015339829389125818,-0.015339617189060862,-3.6200257227392285e-06,1.9685694181848143e-11
6.354122558641925e-08,0.0,-0.030226423147626618,-0.030226211893541483,-3.6199093074174016e-06,-1.9685694181848143e-11
6.35427170251045e-08,0.0,-0.051151777489773946,-0.051151567834381254,-3.619967515078315e-06,1.9685694181848143e-11
6.354430970745952e-08,0.0,-0.07330438581974447,-0.07330417820529736,-3.6199093074174016e-06,-1.9685694181848143e-11
6.35462579015758e-08,0.0,-0.1000772070455897,-0.10007700238863182,-3.6199093074174016e-06,1.9685694181848143e-11
6.35482628150063e-08,0.0,-0.12719372539248094,-0.12719352429842487,-3.619967515078315e-06,-1.9685694181848143e-11
6.355057070381725e-08,0.0,-0.15776952684389867,-0.15776933048631786,-3.619967515078315e-06,1.9685694181848143e-11
6.35529380971528e-08,0.0,-0.18832245105686973,-0.18832226024267013,-3.6199093074174016e-06,-1.9685694181848143e-11
6.355557845330026e-08,0.0,-0.2212969526346116,-0.22129676878903007,-3.6199384112478583e-06,1.9685694181848143e-11
6.355829205793488e-08,0.0,-0.25383350837220603,-0.25383333251287726,-3.619967515078315e-06,-1.9685694181848143e-11
6.35612623785233e-08,0.0,-0.28770246724737214,-0.287702301032832,-3.6199384112478583e-06,1.9685694181848143e-11
6.356432887052423e-08,0.0,-0.3205700092906217,-0.32056985395643856,-3.6200257227392285e-06,-1.9685694181848143e-11
6.356765268352695e-08,0.0,-0.35357600695512204,-0.3535758643843653,-3.6200257227392285e-06,1.9685694181848143e-11
6.357110971333294e-08,0.0,-0.3847934834289722,-0.38479335509528967,-3.6199966189087718e-06,-1.9685694181848143e-11
6.357470588171316e-08,0.0,-0.41367637518319234,-0.4136762625695296,-3.619967515078315e-06,1.9685694181848143e-11
6.357796396715802e-08,0.0,-0.4365156185881663,-0.4365155209010983,-3.6199966189087718e-06,-1.9685694181848143e-11
6.35811629742132e-08,0.0,-0.45573075376299066,-0.45573067125210953,-3.6200257227392285e-06,1.9685694181848143e-11
6.358409266929515e-08,0.0,-0.47045367489721923,-0.470453606645632,-3.6199093074174016e-06,-1.9685694181848143e-11
6.358694694548062e-08,0.0,-0.4820955756924486,-0.48209552158115804,-3.6199384112478583e-06,1.9685694181848143e-11
6.358957864060629e-08,0.0,-0.49043240473413263,-0.4904323638096174,-3.6199384112478583e-06,-1.9685694181848143e-11
6.359210511300153e-08,0.0,-0.49625290096320285,-0.4962528727734584,-3.6199384112478583e-06,1.9685694181848143e-11
6.359442509922512e-08,0.0,-0.4997071700883323,-0.4997071536103869,-3.6199093074174016e-06,-1.9685694181848143e-11
6.35966038772206e-08,0.0,-0.5013034901148117,-0.5013034846125782,-3.619967515078315e-06,1.9685694181848143e-11
6.359856815537155e-08,0.0,-0.5013792780912625,-0.501379282435852,-0.004345513701942748,-1.9685694181848143e-11
6.360007515536729e-08,0.0,-0.5005656552049935,-0.500565667057127,-0.011853128096680453,1.9685694181848143e-11
6.360125025333499e-08,0.0,-0.49940927492370923,-0.49940929259356875,-0.017670947917979293,-1.9685694181848143e-11
6.360225925738866e-08,0.0,-0.4980536645060418,-0.49805368714143516,-0.022636587235111548,1.9685694181848143e-11
